method,sample_index,pred_class,runtime_sec,confidence_drop,stability,sparsity
FG,38413,0,0.16979575157165527,-2.384185791015625e-07,0.871070945073838,0.7435897435897436
FG,444552,0,0.15430688858032227,3.5762786865234375e-07,0.7816698403382332,0.7435897435897436
FG,297743,0,0.15180206298828125,1.0728836059570312e-06,0.6072922376852311,0.7435897435897436
FG,282972,0,0.15494251251220703,-3.5762786865234375e-07,0.7618184371959936,0.7435897435897436
FG,428750,0,0.16383695602416992,5.9604644775390625e-06,0.6557224302831329,0.7435897435897436
FG,113938,0,0.15003371238708496,-4.76837158203125e-07,0.7795798926074164,0.7435897435897436
FG,474915,0,0.15082406997680664,1.1920928955078125e-07,0.807399722712439,0.7435897435897436
FG,313650,0,0.15924501419067383,-1.1920928955078125e-07,0.9085129619381008,0.7435897435897436
FG,465316,0,0.15456223487854004,-0.0007696151733398438,0.8717296932712237,0.7435897435897436
FG,93448,0,0.17664217948913574,2.300739288330078e-05,0.9372683005961049,0.7435897435897436
FG,394385,0,0.15054726600646973,7.152557373046875e-07,0.8941639892090619,0.7435897435897436
FG,502155,0,0.15535235404968262,-0.1429775357246399,0.9627987133616586,0.7435897435897436
FG,505126,0,0.20621728897094727,-9.5367431640625e-07,0.7550868825208065,0.7435897435897436
FG,248198,0,0.2046370506286621,-9.226799011230469e-05,0.713732462051882,0.7435897435897436
FG,52108,0,0.19733977317810059,2.384185791015625e-07,0.811773637535926,0.7435897435897436
FG,485564,0,0.2498645782470703,1.6689300537109375e-06,0.8085682598802265,0.7435897435897436
FG,524131,0,0.1741952896118164,-2.5033950805664062e-06,0.9258598781046681,0.7435897435897436
FG,357247,4,0.1614210605621338,0.038459599018096924,0.8322018497341209,0.7435897435897436
FG,370179,0,0.1658945083618164,-3.5762786865234375e-07,0.6812268669550052,0.7435897435897436
FG,416096,0,0.15005803108215332,0.00010788440704345703,0.7667177530111887,0.7435897435897436
FG,254760,4,0.14977407455444336,-0.01344919204711914,0.38324469430814556,0.7435897435897436
FG,551751,0,0.16031861305236816,-0.4469730257987976,0.7133512131040557,0.7435897435897436
FG,405762,0,0.1704847812652588,-4.0531158447265625e-06,0.8778623312156647,0.7435897435897436
FG,36092,10,0.15090656280517578,0.34628140926361084,0.9178365394542228,0.7435897435897436
FG,430454,0,0.14826297760009766,-8.344650268554688e-07,0.814127724801868,0.7435897435897436
FG,250775,0,0.1502089500427246,-1.3113021850585938e-06,0.8898844489562144,0.7435897435897436
FG,485417,0,0.16961956024169922,0.012202084064483643,0.7406836653459613,0.7435897435897436
FG,308470,0,0.148284912109375,9.5367431640625e-07,0.8070382914932156,0.7435897435897436
FG,128516,0,0.21142792701721191,2.9802322387695312e-06,0.6551375867007182,0.7435897435897436
FG,48605,0,0.1935114860534668,-7.152557373046875e-07,0.7896176938433425,0.7435897435897436
FG,442016,0,0.2046067714691162,9.417533874511719e-06,0.842430021970971,0.7435897435897436
FG,437693,4,0.23045873641967773,0.002385735511779785,0.8106883937125501,0.7435897435897436
FG,103240,0,0.1514754295349121,-1.1920928955078125e-07,0.702147926684091,0.7435897435897436
FG,209704,0,0.15071415901184082,-7.152557373046875e-07,0.7949602977500428,0.7435897435897436
FG,72453,4,0.15912652015686035,2.7418136596679688e-06,0.8442529117208138,0.7435897435897436
FG,53260,0,0.16276335716247559,-1.1920928955078125e-07,0.8959369859027686,0.7435897435897436
FG,468078,10,0.1721789836883545,-0.44595301151275635,0.9219540324724084,0.7435897435897436
